Company Name,number_of_employees,company_description,revenue_growth_percentage,industry,lead_converted,revenue_amount_aed,founded_year
Linklinks,84,"Linklinks offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",39.01,Retail,True,8371415,1924
Nlounge,16,Nlounge is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,96.93,Education,False,22222648,1989
Zazio,83,"Zazio is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",41.26,Healthcare,False,29833677,1973
Voolith,84,"Voolith offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",93.41,Technology,False,25930167,1939
Mycat,71,Mycat is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,52.06,Education,True,40270382,2023
Photojam,18,"Photojam is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",40.42,Healthcare,True,30073017,2002
Quinu,21,"Quinu is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",23.92,Healthcare,False,18005039,1930
Ntags,73,"Ntags offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",68.95,Technology,True,24114751,2008
Cogibox,56,"Cogibox provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",53.55,Finance,False,25763998,1923
Realcube,93,"Realcube is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",14.59,Healthcare,False,23479391,1963
Wikizz,66,"Wikizz offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",74.69,Retail,True,34091592,1951
Plajo,51,"Plajo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",2.81,Retail,False,45602806,1901
Kare,28,"Kare specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",27.14,Manufacturing,True,4048521,1975
Talane,97,"Talane provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",23.64,Transportation,False,20570980,1961
Trudeo,54,"Trudeo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",4.9,Transportation,True,17875786,1993
InnoZ,58,"InnoZ is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",14.82,Hospitality,True,42219475,2011
Katz,15,"Katz offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",38.79,Technology,True,29664705,1977
Thoughtbridge,55,"Thoughtbridge provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",81.63,Transportation,True,5544599,1985
Riffpath,84,"Riffpath is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",76.0,Hospitality,False,6970420,1913
Zoovu,100,"Zoovu is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",38.19,Healthcare,True,9499338,1993
Jabbercube,69,"Jabbercube specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",76.46,Manufacturing,True,28843873,1908
Gigazoom,87,"Gigazoom provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",81.7,Finance,True,31837817,1984
Kazio,42,"Kazio provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",3.57,Finance,False,38631863,2010
Dynava,71,"Dynava provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",72.06,Finance,False,27685337,1920
Skynoodle,11,"Skynoodle offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",95.88,Retail,False,15695623,1936
Jatri,23,Jatri is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,37.94,Education,False,26185206,1918
Browseblab,25,"Browseblab is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",30.3,Healthcare,True,43012343,1986
Twitterbridge,50,"Twitterbridge specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",23.19,Manufacturing,True,44003371,1945
Feednation,82,"Feednation specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",27.7,Manufacturing,False,30077165,2009
Vinte,99,"Vinte is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",15.04,Healthcare,True,22849859,2021
Meevee,22,"Meevee offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",20.59,Technology,False,40418664,2010
Thoughtmix,67,"Thoughtmix offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",48.05,Technology,False,15994207,1923
Gigashots,35,"Gigashots offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",41.46,Technology,False,31326497,2014
Oyoyo,74,"Oyoyo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",77.01,Transportation,False,26093197,1909
Zoombox,42,"Zoombox offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",38.43,Retail,False,21316100,2003
Gabtype,75,"Gabtype specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",30.11,Manufacturing,True,6345769,2008
Livepath,100,"Livepath provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",71.96,Finance,False,31516823,1988
Innotype,22,"Innotype is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",68.57,Healthcare,True,28999413,1923
Centizu,67,"Centizu offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",38.46,Technology,False,45454026,1923
Mymm,93,"Mymm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",8.94,Transportation,True,48941237,2010
Wikido,94,"Wikido offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",97.9,Technology,True,43374293,2004
Skinix,77,"Skinix offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",26.43,Technology,False,41560509,1962
Photojam,56,Photojam is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,29.89,Education,False,21494862,1936
Lazzy,20,"Lazzy provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",82.71,Transportation,True,41363861,2003
Riffwire,40,Riffwire is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,82.4,Education,False,16271068,1973
Twimbo,51,"Twimbo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",63.27,Technology,False,26419294,1923
Shufflester,65,"Shufflester offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",67.22,Retail,True,44527254,1923
Eare,70,"Eare is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",97.03,Healthcare,False,23266598,1922
Skinix,53,"Skinix is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",1.54,Hospitality,True,12242766,1924
Abata,61,"Abata provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",11.05,Finance,True,27398377,2004
Rhycero,85,"Rhycero offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",8.63,Retail,False,8105420,2010
Twitterwire,89,"Twitterwire offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",54.56,Technology,False,2854817,1907
Tanoodle,78,"Tanoodle provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",76.61,Transportation,True,19854300,2012
Twinte,84,"Twinte is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",50.81,Healthcare,False,32490502,2024
Feedbug,43,"Feedbug provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",86.42,Transportation,False,37152911,1922
Eamia,69,Eamia is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,40.17,Education,True,33715210,1995
Yodo,55,"Yodo offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",20.48,Technology,False,37481360,1983
Twimbo,43,"Twimbo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",90.47,Manufacturing,True,20700935,1968
Skipfire,32,"Skipfire is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",69.84,Healthcare,True,10569400,1939
Gigaclub,32,"Gigaclub specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",66.34,Manufacturing,False,45902413,1966
Dabfeed,81,"Dabfeed is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",21.0,Hospitality,True,49299858,1904
Kaymbo,73,"Kaymbo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",18.77,Retail,True,49477856,1952
Fliptune,43,"Fliptune is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",9.14,Healthcare,False,3622343,1914
Wordpedia,85,"Wordpedia offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",64.0,Technology,False,22857861,1919
Skynoodle,30,"Skynoodle offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",69.04,Technology,True,40430330,1956
Yadel,28,"Yadel provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",10.93,Finance,True,41953404,1969
Flipbug,68,"Flipbug provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",2.98,Transportation,True,12651011,1957
Myworks,71,"Myworks provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",66.81,Finance,True,3694119,2009
Thoughtworks,85,"Thoughtworks provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",2.78,Finance,True,37979633,1956
Gigazoom,98,"Gigazoom offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",1.6,Retail,False,20483623,1908
Zoomlounge,48,"Zoomlounge provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",26.6,Transportation,False,41335793,1968
Dazzlesphere,53,"Dazzlesphere offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",16.45,Technology,False,18825867,1912
Demimbu,12,"Demimbu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",92.79,Hospitality,False,34502113,1986
Eimbee,29,"Eimbee provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",68.83,Transportation,True,10923021,1936
Linklinks,15,"Linklinks offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",70.73,Technology,False,11386346,1939
Skinder,54,Skinder is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,47.79,Education,True,37248437,1925
Jaxworks,52,"Jaxworks provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",35.34,Transportation,False,32863687,2004
Vinder,70,"Vinder specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",21.85,Manufacturing,False,31945034,1941
Izio,21,Izio is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,34.53,Education,False,7664999,1924
Edgeblab,42,"Edgeblab provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",93.57,Transportation,False,25101080,1988
BlogXS,51,"BlogXS provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",37.44,Transportation,True,13195892,1911
Wordify,100,"Wordify offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",47.32,Technology,False,12508881,1928
Zoomlounge,92,"Zoomlounge is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",60.67,Healthcare,False,20232466,1933
Skiba,75,"Skiba is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",76.19,Hospitality,False,17946186,1963
Zooxo,17,"Zooxo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",4.36,Retail,False,48339756,2024
Rhynoodle,75,"Rhynoodle is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",27.85,Hospitality,True,20938894,2016
Gigaclub,36,"Gigaclub is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",74.14,Healthcare,False,24473850,2019
Flipstorm,35,"Flipstorm offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",2.57,Technology,False,17456322,1909
Zoomlounge,80,"Zoomlounge is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",37.04,Healthcare,True,29231146,1981
Jaxworks,85,"Jaxworks offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",24.79,Retail,True,10358491,1955
Linklinks,49,"Linklinks specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",75.81,Manufacturing,True,35136355,1964
Zoombeat,100,"Zoombeat provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",27.66,Transportation,True,18063087,1966
Gigaclub,67,"Gigaclub offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",48.49,Technology,True,40966486,1939
Cogibox,54,"Cogibox provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",50.27,Transportation,False,11675410,2005
Zooveo,24,"Zooveo specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",57.22,Manufacturing,True,41951400,1981
Zoonder,45,"Zoonder is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",54.14,Healthcare,True,29122731,1931
Zoovu,57,"Zoovu provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",72.6,Finance,True,36944974,2004
Dazzlesphere,86,"Dazzlesphere offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",96.89,Retail,True,17109438,1960
Flipstorm,82,"Flipstorm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",59.61,Transportation,False,10940863,1974
Edgeclub,23,Edgeclub is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,17.42,Education,False,7192527,1943
Minyx,79,"Minyx provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",77.7,Finance,True,4625342,1929
Rhyloo,21,"Rhyloo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",32.64,Healthcare,True,15142077,1944
Realblab,52,"Realblab is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",6.54,Hospitality,False,8771726,1922
Yodo,29,"Yodo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",2.88,Healthcare,True,36657680,2014
Izio,19,"Izio offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",97.22,Retail,False,42982679,1942
Tazz,34,"Tazz provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",61.51,Transportation,True,13872401,1974
Janyx,94,Janyx is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,79.26,Education,True,48697828,2006
Voolith,76,"Voolith offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",87.38,Technology,True,29050504,2018
Ainyx,38,"Ainyx provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",13.87,Transportation,True,32040077,1979
Devpoint,35,"Devpoint provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",58.16,Finance,False,4786372,1918
Innojam,15,"Innojam provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",26.99,Transportation,False,7700468,2021
Vitz,76,"Vitz offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",95.52,Technology,True,41618688,1930
Browsecat,54,"Browsecat is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",8.44,Hospitality,True,39189689,1923
Jaloo,57,"Jaloo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",45.32,Hospitality,True,23304849,1994
Ooba,99,"Ooba specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",66.49,Manufacturing,False,9532980,2011
Oodoo,81,Oodoo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,96.4,Education,True,37395963,1923
Mycat,84,"Mycat is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",66.51,Healthcare,False,26541717,1965
Feedfire,77,"Feedfire is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",63.53,Healthcare,False,7963385,1924
Skalith,33,"Skalith provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",32.46,Finance,False,6378181,1957
Eidel,59,"Eidel specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",22.55,Manufacturing,True,22035064,1924
Buzzdog,13,Buzzdog is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,52.23,Education,False,3420247,1952
Eidel,37,Eidel is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,65.01,Education,False,27646621,1934
Jayo,42,"Jayo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",73.39,Retail,True,23635958,2008
Buzzdog,27,"Buzzdog specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",42.31,Manufacturing,True,40113805,2010
Voonte,35,"Voonte is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",18.22,Hospitality,True,20980553,1901
Meevee,35,"Meevee provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",57.85,Finance,True,35908458,2012
Einti,49,"Einti is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",70.4,Healthcare,True,23513548,2007
Twitterworks,80,"Twitterworks offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",17.68,Technology,True,35695009,1921
Lazz,77,Lazz is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,54.09,Education,True,14613053,1911
Skimia,22,"Skimia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",19.51,Manufacturing,False,27541202,1999
Jaxworks,66,"Jaxworks is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",55.81,Healthcare,True,31768809,1909
Blogpad,20,"Blogpad is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",4.53,Healthcare,True,9235652,2000
Youfeed,36,"Youfeed provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",55.44,Transportation,True,44207198,1977
Livepath,61,"Livepath is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",71.71,Hospitality,False,45829125,1957
Topiczoom,87,"Topiczoom provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",88.32,Finance,False,5918225,1962
Yacero,80,"Yacero offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",92.64,Retail,False,23164823,1916
Realblab,86,"Realblab provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",0.67,Finance,True,45299155,1914
Gigabox,94,"Gigabox is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",23.17,Hospitality,True,47104696,1937
Thoughtworks,87,"Thoughtworks offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",3.54,Retail,True,26358035,2010
Jayo,56,"Jayo provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",76.96,Transportation,True,41962333,1956
Voonyx,98,"Voonyx specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",56.03,Manufacturing,True,24458859,1944
Oyonder,36,Oyonder is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,48.28,Education,False,15718710,2002
Youopia,62,"Youopia specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",46.07,Manufacturing,False,20694903,1939
Jayo,86,"Jayo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",18.6,Hospitality,True,10723585,1983
Oyope,100,"Oyope offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",56.12,Retail,True,34086731,1974
Flashpoint,48,"Flashpoint provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",24.94,Finance,True,40633794,1914
Yabox,27,"Yabox is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",75.46,Healthcare,True,48197506,2020
Brainverse,22,"Brainverse provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",48.14,Finance,True,30888070,1932
Dabvine,66,"Dabvine is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",76.74,Hospitality,False,11958180,1980
Topicblab,70,"Topicblab specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",37.02,Manufacturing,False,47143376,1977
Yata,89,"Yata is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",69.08,Healthcare,True,15467928,2024
Mybuzz,64,"Mybuzz offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",85.28,Technology,True,43930718,1972
Meeveo,78,Meeveo is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,73.21,Education,True,16078791,1901
Jayo,96,"Jayo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",65.62,Hospitality,False,45123910,2016
Feedfish,79,"Feedfish provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",45.32,Transportation,False,41593178,2008
Voomm,49,"Voomm offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",76.31,Technology,False,47194480,1955
Oba,75,"Oba is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",11.71,Healthcare,False,41618832,1979
Skimia,50,Skimia is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,38.08,Education,True,11407863,1912
Jaxworks,59,"Jaxworks is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",69.08,Healthcare,False,13196093,1909
Youspan,87,"Youspan offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",86.24,Retail,False,22135753,1958
Rhyzio,39,"Rhyzio provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",68.66,Finance,False,36880383,2007
Thoughtmix,32,"Thoughtmix is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",89.21,Healthcare,True,29821420,1999
Skyba,47,"Skyba is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",11.68,Healthcare,False,22869844,1911
Fivespan,63,"Fivespan provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",34.77,Transportation,True,42689845,2013
Skibox,72,"Skibox offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",67.97,Retail,False,47168553,1991
Cogibox,47,"Cogibox specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",56.12,Manufacturing,True,22779287,2013
Fivebridge,61,"Fivebridge provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",30.89,Transportation,False,17473802,1935
Einti,55,"Einti offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",75.85,Technology,True,24190713,1934
Mudo,60,"Mudo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",48.76,Hospitality,True,19993489,1923
Flashset,66,"Flashset offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",97.49,Technology,True,28661228,2021
Zoombeat,94,"Zoombeat offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",59.12,Retail,False,27086972,1939
Ainyx,82,"Ainyx offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",26.48,Technology,False,38614412,1978
Blogspan,35,Blogspan is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,22.93,Education,True,26486821,1975
Zava,49,"Zava provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",29.49,Transportation,True,8540132,1981
Agivu,31,"Agivu provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",32.12,Finance,True,7303567,1968
Twinte,72,"Twinte provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",61.26,Finance,True,21848523,1929
Bluejam,68,"Bluejam provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",61.82,Finance,False,11874997,1931
Skaboo,35,"Skaboo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",62.49,Retail,True,22582852,1967
Kwilith,83,"Kwilith provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",27.81,Finance,True,40250323,1900
Browsebug,78,"Browsebug offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",47.94,Retail,False,5202351,1993
Browsedrive,43,"Browsedrive specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",49.09,Manufacturing,False,36580860,1974
Youopia,49,"Youopia is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",75.95,Healthcare,True,23870684,1980
BlogXS,14,"BlogXS specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",28.98,Manufacturing,False,28683892,1948
Oyonder,40,"Oyonder specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",8.68,Manufacturing,False,19932512,2020
Babbleopia,26,Babbleopia is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,81.97,Education,True,31986471,1993
DabZ,89,"DabZ is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",7.26,Healthcare,False,20940516,1973
Janyx,19,Janyx is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,31.89,Education,False,27929259,2002
Browsebug,19,"Browsebug is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",21.57,Hospitality,True,32285503,1999
Feedbug,84,"Feedbug specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",79.6,Manufacturing,False,38486577,1933
Centizu,97,"Centizu is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",63.51,Hospitality,False,16534196,1919
Omba,59,"Omba provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",20.22,Finance,False,13248527,1906
Browsezoom,67,"Browsezoom offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",98.68,Retail,True,47357687,1947
Fatz,34,"Fatz offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",28.8,Retail,True,8468134,1995
Skilith,94,"Skilith offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",63.77,Retail,False,6876484,1977
Skipstorm,29,"Skipstorm provides reliable Transportation solutions, ensuring the safe and efficient movement of goods and people.",70.71,Transportation,True,16821356,1985
Yombu,62,"Yombu offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",55.08,Technology,True,24987610,1998
Twinte,50,"Twinte is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",43.74,Hospitality,False,43682912,2014
Feedfish,41,Feedfish is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,76.88,Education,True,4373593,1958
Trupe,44,Trupe is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,30.88,Education,True,15007780,1991
Buzzbean,41,"Buzzbean is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",73.84,Hospitality,True,37313596,1938
Meetz,17,Meetz is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,1.94,Education,False,26914538,1928
Tazzy,25,"Tazzy offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",97.37,Technology,False,47870902,2019
Gabtune,20,Gabtune is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,41.91,Education,False,2287040,1938
Kazio,89,"Kazio offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",9.41,Retail,False,44427948,1994
Trudoo,51,"Trudoo offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",86.73,Retail,True,22619928,1904
Realmix,71,"Realmix offers advanced Technology solutions, empowering businesses with the latest innovations in the tech space.",0.55,Technology,True,23299093,1974
Photolist,27,Photolist is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,32.41,Education,True,11806253,1990
Zooxo,23,"Zooxo is a leader in the Healthcare field, offering state-of-the-art solutions for medical services and patient care.",44.87,Healthcare,True,9643124,2023
Yakitri,55,"Yakitri provides a wide range of financial services, helping businesses and individuals achieve their financial goals.",95.52,Finance,True,44986630,1927
Devcast,82,"Devcast offers specialized services in the Retail sector, with a focus on customer satisfaction and innovation.",75.88,Retail,True,31919294,2007
Mybuzz,100,Mybuzz is committed to revolutionizing the Education sector with cutting-edge educational tools and services.,15.36,Education,False,49213124,1904
Bluezoom,86,"Bluezoom specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",36.06,Manufacturing,True,3829036,1959
Jabbertype,66,"Jabbertype is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",95.17,Hospitality,True,41692300,1928
Quatz,73,"Quatz specializes in producing high-quality products for the Manufacturing sector, with a focus on innovation and efficiency.",22.42,Manufacturing,False,17773457,1977
Aimbo,32,"Aimbo is a renowned name in the Hospitality, offering exceptional service and experiences for clients in the hospitality sector.",90.25,Hospitality,False,21305458,2005
